"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"przybywaæ";0,000882551282491928;0,00277522797652391;0;0;0;0,00093617968000269;0;0,00425913827113852;0,0178275359063369;0,00137134891587207;0,00120224230582234;0;0;0;0;0;0;0;0,00493251981598255
"przychodziæ";0;0,00106788183201333;0,00145806942447974;0,00208175229969072;0,00320127242530218;0;0,00143913345792805;0,00327775333648687;0;0;0;0;0;0;0;0;0,00362864632590927;0;0
"przydzia³";0;0;0,00269530871733039;0,00384821533630409;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"przygoda";0;0,00197402891973494;0,00269530871733039;0;0;0;0;0;0;0;0;0;0,0182394863885098;0;0;0;0;0;0
"przygotowanie";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjaciel";0,000844150786720463;0,00202245762985955;0,000690358133269366;0;0,00075785981741126;0,00102336659515399;0,00170348110806727;0,000387982841678119;0;0,000749531687549598;0,000328551943964419;0,0115605734859345;0,00311449240032025;0;0,00272829534268054;0,00162786118298361;0;0,00300473055361292;0,00134797200725323
"przyjaŸniæ";0;0;0;0;0;0,0073096643213284;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"przyj¹æ";0,00114848921974667;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"przyjechaæ";0;0;0;0;0;0;0;0;0;0;0;0;0,0148307192394684;0;0;0,00775161697719233;0;0;0
"przyjêcie";0;0,00142772380915954;0;0,00278323615398298;0,00855999741580543;0;0;0;0;0;0,00185549076932199;0;0;0;0;0,00459665732352321;0;0;0
"przyjmowaæ";0,000681046470493714;0;0;0;0,00213999935395136;0,00288972155822389;0;0;0;0,00211648287753431;0,00185549076932199;0;0;0;0;0;0;0;0
"przyjœæ";0,000681046470493714;0;0,00584817637213428;0,00556647230796596;0,00213999935395136;0,00144486077911195;0;0;0;0;0;0;0;0;0;0;0;0;0
"przylecieæ";0;0;0,00328737602575262;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przynajmniej";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0,0148307192394684;0;0;0;0;0;0
"przynieœæ";0,00158976486099263;0;0,00227523027676476;0,00324845016393582;0;0;0;0;0;0,00247025001477317;0;0;0;0;0;0;0;0;0
"przynosiæ";0,000681046470493714;0;0,00389878424808952;0;0,00213999935395136;0;0;0;0;0,00423296575506862;0;0;0,00439725894647539;0;0;0;0;0;0
"przypadaæ";0,00114848921974667;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"przypadek";0;0;0,00336632593668508;0,00240312863110178;0;0;0;0;0,0237566430388918;0,00182743407991476;0,00160208575406785;0;0;0;0;0;0,00837765749482332;0;0
"przyp³yw";0,000941642508034805;0;0;0;0;0,00199772319033941;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"przypominaæ";0,00238464729148895;0;0;0;0,00249769723715954;0;0,00224568183161197;0;0;0,00247025001477317;0;0;0;0;0;0;0;0;0
"przypomnieæ";0,000941642508034805;0;0;0;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0,00635552509002966;0;0;0
"przysiêga";0;0;0;0;0,00749309171147862;0,00168636722688941;0;0;0;0,00247025001477317;0,00216563344262388;0;0;0;0;0;0;0;0
"przytomnoœæ";0,000794882430496317;0;0,00227523027676476;0;0;0;0,00449136366322395;0;0;0,00247025001477317;0;0;0;0;0;0;0;0;0
"przywi¹zany";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0259834201075487;0;0;0;0
"przywo³ywaæ";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywódca";0;0;0;0;0;0,00199772319033941;0;0;0;0,00585267035763171;0;0;0;0;0;0;0,00670772043506909;0;0
"przywróciæ";0,000794882430496317;0;0;0;0;0,00168636722688941;0;0;0;0,00247025001477317;0;0;0,00513225459690316;0;0;0;0;0;0
"przyznawaæ";0;0;0;0,00240312863110178;0;0;0,00166130370901342;0,00189188283586169;0;0,00182743407991476;0,00160208575406785;0;0;0;0;0;0;0;0,0065729842400096
"puchar";0,00470428575027561;0,0012327390754058;0,00673265187337016;0,00240312863110178;0,00184773890302492;0;0;0,00189188283586169;0;0;0;0;0;0;0;0;0;0;0
"puchonami";0;0;0;0,00469353686913813;0;0;0,00648936566122595;0;0;0;0;0;0;0;0;0;0;0;0
"pu³apka";0,000941642508034805;0,00197402891973494;0;0;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"punkt";0,000681046470493714;0;0,00779756849617904;0,00278323615398298;0;0,00144486077911195;0;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"push";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0127110501800593;0;0,0117311234040636;0,0105255534099701
"puœciæ";0;0;0;0;0;0;0;0;0;0,0107074533410228;0;0;0,00741535961973421;0;0;0;0;0;0
"pyta";0,00220637820622982;0,00185015198434927;0;0;0,00277317225209686;0;0,00124668083261097;0,00141971275704617;0;0,00137134891587207;0,00240448461164467;0;0;0;0;0;0;0;0,00493251981598255
"pytanie";0;0,00197402891973494;0,00539061743466079;0;0;0;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"quidditcha";0,00101879249744412;0;0,00145806942447974;0,00624525689907217;0,00800318106325545;0,0010806996184441;0,00143913345792805;0,00491663000473031;0;0;0;0;0;0;0;0;0;0;0
"quidditchu";0,00282492752410442;0;0;0;0;0;0,00266030470801441;0,00908861779086153;0;0;0;0;0;0;0;0;0;0;0
"rad";0,00918791375797337;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"rada";0;0;0;0;0;0;0;0,00369502561256381;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"radoœæ";0,000941642508034805;0;0;0;0;0;0,00266030470801441;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"rama";0,00114848921974667;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ramiê";0,00229697843949334;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"rana";0;0;0;0;0;0;0;0,00302953926362051;0;0;0,00256547689086939;0;0;0;0;0;0;0;0,0105255534099701
"ranka";0,00229697843949334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"ranny";0;0;0,00194939212404476;0;0;0,00144486077911195;0;0,00219112561838023;0;0,00423296575506862;0,00371098153864397;0;0;0;0;0;0;0;0
"rano";0;0;0;0;0;0;0;0,00369502561256381;0;0;0,00625804915885084;0;0;0;0;0;0;0;0
"rany";0,00340523235246857;0;0;0;0;0;0;0;0;0,00211648287753431;0;0;0;0;0;0;0,00970276785166863;0,00848457893637103;0,00761264592314713
"raptownie";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"ratowaæ";0;0,00428317142747863;0;0;0;0;0,00192407534321301;0,00219112561838023;0;0;0,00185549076932199;0;0;0;0;0;0;0;0,0152252918462943
"ravenclawu";0;0,00481531136166581;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raz";0,000967977007253347;0,00162338857020754;0,0011082748892763;0;0;0,00287502968275878;0,00109388170889609;0,00186855902833615;0;0,00060163493989285;0,00105488977900288;0;0,00249994427078764;0,00793460572902164;0;0,00130665344940929;0,00413718737004403;0,0072355215238215;0
"remus";0;0,0138182024381446;0;0;0;0;0,00266030470801441;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"reszta";0,00101879249744412;0;0;0;0,00160063621265109;0,0010806996184441;0,00287826691585611;0;0;0,00158304680372086;0;0;0;0;0;0;0,00362864632590927;0;0,0056939628118023
"rezerwat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0,0143080507200158;0
"rêka";0,0026683230495081;0;0,00327328697976095;0,00155780709826774;0;0,000808704060015959;0,00323077675924457;0;0;0,00118461814505634;0;0;0,00492238589954919;0;0,00862402009601019;0;0;0;0,00852175898815236
"riddlea";0,000941642508034805;0;0;0,0230892920178245;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"riddleów";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rita";0,00847478257231325;0,00197402891973494;0;0;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"robiæ";0,00114356702121776;0;0,00109109565992032;0,00155780709826774;0,0011977805688903;0,00161740812003192;0;0,0012263964869184;0;0,00473847258022538;0;0;0;0;0;0,00257279835799826;0;0;0,00426087949407618
"roboty";0;0,0024076556808329;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"rod";0;0;0,00328737602575262;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"rodzaj";0;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0,0128376581559035
"rodzeñstwo";0;0;0;0;0;0;0;0;0;0,00988100005909268;0,0259876013114865;0;0,0102645091938063;0;0;0;0;0;0,00888508898594303
"rodzic";0,000509396248722059;0,00320364549603999;0,00145806942447974;0;0,00160063621265109;0,00324209885533229;0,00287826691585611;0;0;0;0;0,0244164845997624;0;0;0;0;0;0;0
"rodzica";0;0;0;0;0;0,00243655477377613;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"rodzice";0,000681046470493714;0,00142772380915954;0,00389878424808952;0;0;0,00144486077911195;0;0;0;0;0;0;0;0;0;0;0;0;0,00761264592314713
"rodzina";0,00139408750849768;0,00292251999557557;0,00478843660813535;0,00227888986938234;0;0,00118303960210996;0,000787708186619669;0,000897037422987814;0;0;0;0;0;0;0,00630796715845031;0,00376370355516128;0;0,00347355019738453;0,0124663382578069
"rok";0,00136209294098743;0;0;0;0,00213999935395136;0,00288972155822389;0;0,00219112561838023;0;0,00211648287753431;0;0;0;0;0;0;0;0;0
"ron";0,00794296154242735;0,0175764438513181;0,0113677607499922;0,0252470884222691;0,019412205764678;0,0102979764800296;0,00748008499566585;0,0156168403275079;0;0;0;0;0;0;0;0;0;0;0
"rona";0,00353020512996771;0,00462537996087319;0,00252616905555382;0,010820180752401;0,009706102882339;0,00374471872001076;0,00872676582827682;0,00709856378523086;0;0;0;0;0;0;0;0;0;0;0
"ronem";0,000882551282491928;0,00185015198434927;0,00505233811110763;0,00360672691746701;0,00277317225209686;0,00093617968000269;0,00374004249783292;0,00283942551409234;0;0;0;0;0;0;0;0;0;0;0
"ronowi";0,00136209294098743;0,00285544761831909;0,00194939212404476;0;0,00641999806185408;0;0,00384815068642602;0;0;0;0;0;0;0;0;0;0;0;0
"rosalie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0155032339543847;0,00818117761572692;0;0
"rose";0;0,0024076556808329;0;0;0;0,0121827738688807;0;0;0;0;0;0;0;0;0;0;0;0;0
"roœlina";0,00114848921974667;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozbiæ";0;0;0;0,00384821533630409;0;0;0;0;0;0,00292633517881586;0,00256547689086939;0;0;0;0;0;0;0;0
"rozbroiæ";0;0;0;0;0;0,00243655477377613;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"rozdziaæ";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0,0143080507200158;0
"rozdzielaæ";0;0,00197402891973494;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0,0105255534099701
"rozdzieliæ";0,00114848921974667;0;0;0;0;0;0;0;0,0463989644777655;0;0;0;0;0;0;0;0;0;0
"rozgl¹daæ";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozgrywaæ";0;0;0;0;0;0,00487310954755227;0;0;0,0463989644777655;0;0;0;0;0;0;0;0;0;0
"rozlegaæ";0,00344546765924001;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozmawiaæ";0;0,00533940916006665;0,00437420827343921;0;0,00480190863795327;0,00756489732910868;0,00143913345792805;0,00491663000473031;0;0;0,00555133946584193;0;0;0;0;0;0;0;0
"rozmowa";0,00228713404243552;0,00159822462861568;0,00109109565992032;0;0;0,00242611218004788;0,00323077675924457;0,0024527929738368;0,0154000358857325;0;0,00207707613102365;0;0;0;0;0,0077183950739948;0;0;0
"rozmowy";0,00152818874616618;0,00106788183201333;0,00145806942447974;0;0,00320127242530218;0,00216139923688819;0,00143913345792805;0;0;0;0;0;0;0;0;0;0;0;0,0056939628118023
"rozpoczynaæ";0,00188328501606961;0,00394805783946987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0105255534099701
"rozpoznaæ";0,000941642508034805;0,00197402891973494;0;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"rozprawiaæ";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozumieæ";0;0,00197402891973494;0;0;0;0;0;0,00302953926362051;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"rozwa¿aæ";0,00114848921974667;0;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"rozwi¹zaæ";0,00188328501606961;0;0,00269530871733039;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozwi¹zanie";0,00344546765924001;0;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"rozwijaæ";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0245435328471807;0;0
"róg";0;0;0;0;0;0;0;0;0;0,0178457555683714;0,00625804915885084;0;0;0;0;0;0;0;0
"ró¿d¿ka";0,00916913247699705;0,00961093648811997;0,00145806942447974;0,00624525689907217;0;0,0010806996184441;0,00431740037378416;0;0;0;0,00416350459938145;0;0;0;0;0;0;0;0
"ró¿ny";0;0,00197402891973494;0,00269530871733039;0;0;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"rubeus";0;0,00197402891973494;0,00269530871733039;0,00384821533630409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rufus";0;0,0024076556808329;0;0;0,0072176166965413;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ruiny";0;0;0;0;0;0;0;0;0;0,00713830222734854;0;0;0,00741535961973421;0;0;0;0;0;0
"ruszaæ";0,000794882430496317;0;0;0;0;0;0,00224568183161197;0;0;0,00494050002954634;0,00649690032787163;0;0;0;0;0;0;0;0
"rycerz";0;0;0;0;0;0;0,00532060941602883;0,00302953926362051;0;0;0,00513095378173878;0;0;0;0;0;0;0;0
"ryczypisk";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0,0148307192394684;0;0;0;0;0;0
"ryczypiska";0;0;0;0;0;0;0;0;0;0,00713830222734854;0;0;0,00741535961973421;0;0;0;0;0;0
"ryk";0;0;0;0;0;0;0,00324468283061297;0;0;0,00713830222734854;0;0;0;0;0;0;0;0;0
"rz¹d";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"rz¹dziæ";0;0;0;0;0;0,00199772319033941;0;0;0;0,00585267035763171;0,00256547689086939;0;0;0;0;0;0;0;0
"rzec";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0,00818117761572692;0;0
"rzecz";0,000588035718784452;0;0,00168316296834254;0;0;0,00124753564345269;0;0;0;0;0,00160208575406785;0;0,00379672377333888;0;0;0,00396889024516093;0;0;0
"rzeczywistoœæ";0;0;0;0;0;0,0119863391420364;0;0;0;0;0,00256547689086939;0;0,00607982879616993;0;0;0;0;0;0
"rzekomy";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rzucaæ";0,000882551282491928;0,00185015198434927;0;0,0018033634587335;0,00138658612604843;0;0,00124668083261097;0,00141971275704617;0;0;0,00120224230582234;0;0;0;0;0,00297834728745486;0;0;0
"rzuciæ";0,00158976486099263;0;0;0;0,00249769723715954;0;0;0;0;0;0;0;0,00513225459690316;0;0,0179834201075487;0;0;0;0
"sala";0,00408627882296228;0,00285544761831909;0,00194939212404476;0;0;0;0,00384815068642602;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"salazar";0;0,0024076556808329;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sam";0,00164100250673869;0,00245724615538336;0,00335508609677343;0,000958041925899464;0,00220988337574143;0,00198939238626385;0;0,00150845281620575;0;0,00437119788608195;0,00319347308633155;0;0,00454085625152349;0;0;0,0126580432023376;0,00166993705975423;0;0
"samochód";0;0;0;0,0115446460089123;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0,0105255534099701
"samotnie";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"samotnoœæ";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"samotny";0;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"s¹dziæ";0;0;0;0,00384821533630409;0;0;0,00532060941602883;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"schody";0,000794882430496317;0;0,00227523027676476;0;0;0,00168636722688941;0;0,00511473836960998;0;0;0;0;0;0;0;0;0;0;0
"scrimgeour";0;0,00481531136166581;0;0;0,0144352333930826;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"scrubb";0;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0,0259834201075487;0;0;0;0
"sekunda";0;0;0;0;0;0;0;0;0;0;0,00625804915885084;0;0;0;0,0519668402150974;0;0;0;0
"sen";0,00204313941148114;0;0;0;0;0,00433458233733584;0;0,00219112561838023;0;0,00211648287753431;0;0;0,0131917768394262;0;0;0;0;0;0
"sens";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"serce";0;0;0,00227523027676476;0;0;0;0,00224568183161197;0;0;0;0,00216563344262388;0;0;0;0;0;0,00566228592806949;0;0
"severus";0,000681046470493714;0,00142772380915954;0,00194939212404476;0;0,00213999935395136;0,00288972155822389;0;0;0;0;0;0;0;0;0;0;0;0;0
"sêdzia";0,00344546765924001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"sfora";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00635552509002966;0,0134154408701382;0,0117311234040636;0
"shunpikea";0;0;0;0;0,00360880834827065;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"siadaæ";0,000794882430496317;0;0;0;0;0;0,00224568183161197;0;0;0,00247025001477317;0;0;0;0;0;0;0;0;0,00888508898594303
"siebie";0,00334581002039443;0,00116900799823023;0,00159614553604512;0,00113944493469117;0,000876106549784765;0,00059151980105498;0,00236312455985901;0,000897037422987814;0;0;0;0;0,0018002189379139;0;0;0,00188185177758064;0;0;0,00311658456445173
"sieæ";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"siedem";0;0;0,00269530871733039;0;0;0;0;0;0;0,00292633517881586;0;0;0,00607982879616993;0;0;0;0;0;0
"siedzieæ";0,00176410715635335;0,0012327390754058;0,00168316296834254;0,00240312863110178;0;0,00124753564345269;0;0;0;0,00182743407991476;0;0;0;0;0;0;0;0;0
"silny";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0,0163623552314538;0;0
"si³a";0;0;0,00269530871733039;0;0;0;0;0;0;0;0,00513095378173878;0,0451350002156344;0;0;0;0;0;0;0
"si³y";0,000941642508034805;0;0;0;0;0;0;0;0;0,0117053407152634;0,00256547689086939;0;0;0;0;0;0;0;0
"siostra";0,00152818874616618;0;0,00145806942447974;0;0,00160063621265109;0;0;0;0;0,00316609360744172;0,00416350459938145;0;0;0;0;0,00687624148632927;0,00725729265181855;0;0
"skakaæ";0;0;0;0;0;0;0;0;0;0;0,00256547689086939;0;0,00607982879616993;0;0;0,00635552509002966;0;0;0
"sk¹d";0;0,00246547815081161;0,00168316296834254;0;0;0;0,00166130370901342;0;0;0;0,00160208575406785;0;0;0,0241009422133685;0,0133037201017794;0;0;0;0
"skeeter";0,00659149755624364;0,00197402891973494;0;0;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"sklep";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sk³adaæ";0;0;0;0;0,0088765500424081;0;0;0,00302953926362051;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"sk³adnik";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"skoczyæ";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0,00775161697719233;0;0;0
"skoñczyæ";0;0;0;0,00384821533630409;0,00295885001413603;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"skoro";0;0;0;0,00469353686913813;0;0;0;0;0;0,00713830222734854;0;0;0;0;0;0;0;0;0
"skóra";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0213037201017794;0;0,00670772043506909;0,0117311234040636;0
"skraj";0,00344546765924001;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"skrzat";0,000681046470493714;0,00571089523663817;0;0,00278323615398298;0,00213999935395136;0;0;0,00438225123676046;0;0;0;0;0;0;0;0;0;0;0
"skrzatkê";0,00229697843949334;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"skrzyd³o";0,000588035718784452;0;0,00336632593668508;0,00720938589330533;0,00369547780604984;0,00124753564345269;0,00498391112704025;0;0;0;0;0;0;0;0;0;0;0;0
"skutek";0,00114848921974667;0;0;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"slytherin";0;0;0,00657475205150523;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"slytherina";0;0,00197402891973494;0;0,0153928613452164;0,00295885001413603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"slytherinu";0;0;0,00657475205150523;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"s³odycze";0,000941642508034805;0;0,00269530871733039;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"s³oñce";0;0;0;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0,00635552509002966;0;0,0117311234040636;0
"s³owo";0,000794882430496317;0;0,00227523027676476;0;0;0,00674546890755765;0;0;0;0;0;0;0,00513225459690316;0;0;0;0;0;0
"s³uchaæ";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"s³uga";0,00344546765924001;0;0;0;0;0;0,00973404849183892;0;0;0;0;0;0;0;0;0;0;0;0
"s³ychaæ";0,00188328501606961;0;0;0;0;0;0,00266030470801441;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"s³yszeæ";0,00419307907779845;0;0,00218219131984063;0,00311561419653547;0;0,000808704060015959;0,00323077675924457;0;0;0;0,00103853806551182;0;0;0;0;0,00514559671599653;0,00271537156675384;0,004748909744499;0
"smok";0,00238464729148895;0;0,00455046055352953;0;0;0;0;0;0;0;0,00216563344262388;0;0,00513225459690316;0;0;0;0;0;0
"smokaæ";0;0,00197402891973494;0,00539061743466079;0;0;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"smutny";0;0;0;0;0;0;0;0;0;0,00713830222734854;0,00312902457942542;0;0;0;0;0;0;0;0
"snape";0,00356577374105441;0,00106788183201333;0,00874841654687843;0;0,00800318106325545;0,00324209885533229;0,00431740037378416;0,00655550667297375;0;0;0;0;0;0;0;0;0;0;0
"snapea";0,00203758499488823;0,00640729099207998;0,00437420827343921;0;0,00960381727590654;0,0010806996184441;0,00431740037378416;0,00327775333648687;0;0;0;0;0;0;0;0;0;0;0
"snapeem";0,000941642508034805;0,00197402891973494;0;0;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"snapeowi";0,00204313941148114;0,00142772380915954;0,00194939212404476;0;0,00213999935395136;0;0;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"sobota";0,00229697843949334;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sowa";0,00158976486099263;0,00166636583650377;0,00227523027676476;0,00324845016393582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"spacer";0,00114848921974667;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"spaæ";0,00188328501606961;0,00197402891973494;0;0;0;0;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"spadaæ";0;0,00142772380915954;0;0,00278323615398298;0,00213999935395136;0;0,00384815068642602;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"spaliæ";0;0;0,00269530871733039;0,00384821533630409;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"specjalny";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"spêdzaæ";0;0,000799112314307838;0,00218219131984063;0;0,0011977805688903;0;0,00107692558641486;0,0036791894607552;0;0;0,00207707613102365;0;0;0;0;0,00514559671599653;0,00271537156675384;0,009497819488998;0
"spêdziæ";0,000941642508034805;0,00197402891973494;0;0;0;0;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"spodziewaæ";0;0,00142772380915954;0;0,00278323615398298;0;0,00144486077911195;0;0;0;0;0;0;0;0;0;0;0,00485138392583431;0;0,00761264592314713
"spokojny";0,00114848921974667;0;0;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"spokój";0;0,00166636583650377;0;0;0;0;0;0;0;0,00247025001477317;0;0;0,00513225459690316;0;0;0;0;0,00990276437640346;0
"sport";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"sporz¹dziæ";0;0;0;0;0,00360880834827065;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"sposób";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"spostrzec";0;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"spotkaæ";0,00101879249744412;0,00106788183201333;0,00145806942447974;0,00208175229969072;0;0,00216139923688819;0;0;0;0;0,00555133946584193;0;0,00986693555743823;0;0;0;0;0;0
